,時間戳記,照片 Picture,品牌 Brand,衣服長度 Clothes Length,服裝部位 Clothing Part,上半身 衣服種類 Top Clothing Type,下半身衣服種類 Bottom Clothing Type,價格 Price
619,2024/10/27 上午 3:06:41,https://drive.google.com/open?id=1ureL1wh-mT1BrTsqqM5ns8wRt-RAHRFs,50 percent,長 long,上半身 Top,外套 Jacket,,790
620,2024/10/27 上午 3:11:52,https://drive.google.com/open?id=11xKO6sZtcYN-_naWvA1Ag6IPzZb_sARR,50 percent,短 short,上半身 Top,T-Shirt,,499
621,2024/10/27 下午 3:22:06,https://drive.google.com/open?id=1CP4Qqj_OlgBr5_pk8fY616jRhODKl9Aq,50 percent,長 long,上半身 Top,外套 Jacket,,1190
622,2024/10/27 下午 3:23:01,https://drive.google.com/open?id=1yfP8fayUsbtyxlJG5UILUJeNXvJ1PAkZ,50 percent,長 long,上半身 Top,外套 Jacket,,1590
623,2024/10/27 下午 3:23:38,https://drive.google.com/open?id=1npaa6LOeSkBp__MtejzBtrOq8m0AQtnh,50 percent,短 short,上半身 Top,背心 Vest,,1190
624,2024/10/27 下午 3:24:17,https://drive.google.com/open?id=1trsGPai5n-MMIAat8I2XI_H2MCIvfzRA,50 percent,短 short,上半身 Top,T-Shirt,,299
625,2024/10/27 下午 3:24:57,https://drive.google.com/open?id=1wLFNGsHiZ5Wsn0YzGFPzmi8d_e4uU9rT,50 percent,短 short,上半身 Top,T-Shirt,,349
626,2024/10/27 下午 3:25:41,https://drive.google.com/open?id=1-pJvTCPKxlZ1rpfDK8G_WaCGfrs_sOoV,50 percent,短 short,上半身 Top,T-Shirt,,299
627,2024/10/27 下午 3:26:44,https://drive.google.com/open?id=17uVmwZTOCOtXws_7fLBNSYqH8LWPLjqr,50 percent,短 short,上半身 Top,T-Shirt,,349
628,2024/10/27 下午 3:27:23,https://drive.google.com/open?id=1VH5XIQwl3YeTdeTSL674nCEyLq55wUTC,50 percent,短 short,上半身 Top,T-Shirt,,249
629,2024/10/27 下午 3:29:26,https://drive.google.com/open?id=1SKoN0LmQfYi6etjOgRmmz7Y0RExwqsKN,50 percent,短 short,上半身 Top,T-Shirt,,299
630,2024/10/27 下午 3:30:15,https://drive.google.com/open?id=1fhHbhAr6AL6JCeDI9npz649_dGXfWXMx,50 percent,短 short,上半身 Top,T-Shirt,,399
631,2024/10/27 下午 3:30:48,https://drive.google.com/open?id=1RI044B9DNavcbAPqG0mGa08hr1HDPk_k,50 percent,短 short,上半身 Top,T-Shirt,,499
632,2024/10/27 下午 3:31:27,https://drive.google.com/open?id=1H09Ts-NTWhNL1XWE8M1Dy_OocfMIcDlj,50 percent,長 long,上半身 Top,T-Shirt,,599
633,2024/10/27 下午 3:32:07,https://drive.google.com/open?id=1ofitbZVPEHFsTZgnptw2wtGIzg_T-RUw,50 percent,長 long,上半身 Top,T-Shirt,,649
634,2024/10/27 下午 3:32:49,https://drive.google.com/open?id=13qHXEX-NlQKIMkQnugR9i_ePKm9UrjFr,50 percent,長 long,上半身 Top,T-Shirt,,599
635,2024/10/27 下午 3:33:30,https://drive.google.com/open?id=10N5TjULPiIc07WZHa-2Di6XLEm2OPPOO,50 percent,長 long,上半身 Top,T-Shirt,,349
636,2024/10/27 下午 3:34:12,https://drive.google.com/open?id=1ohEwLCLoELfOrwM5zUBbpn3FMKhb6yCG,50 percent,長 long,上半身 Top,Shirt,,399
637,2024/10/27 下午 3:35:37,https://drive.google.com/open?id=1DT8jFQMba60CxbWNXhMcKn7AtKFH7nX0,50 percent,長 long,上半身 Top,連帽衣 Hoodie,,890
638,2024/10/27 下午 3:36:26,https://drive.google.com/open?id=1hRuDOCwFnqXC0FXZyE2EdS10V7_ZeKTB,50 percent,長 long,上半身 Top,T-Shirt,,690
639,2024/10/27 下午 3:38:28,https://drive.google.com/open?id=10pK8VpXED3IgR4Ug3hI4NPwzKKSLLURu,50 percent,長 long,上半身 Top,T-Shirt,,690
640,2024/10/27 下午 3:39:11,https://drive.google.com/open?id=1H_0plxQ9K0VWfko0ug1llgfwBcOgUZK9,50 percent,長 long,上半身 Top,毛衣、針織衣 Sweater,,690
641,2024/10/27 下午 3:40:09,https://drive.google.com/open?id=1ja721PUJ64d0HSDxQpi65OC0Tsr3oGuS,50 percent,長 long,上半身 Top,毛衣、針織衣 Sweater,,590
642,2024/10/27 下午 3:40:52,https://drive.google.com/open?id=1QYp22AOG-Fiuy6-Ogg_zBvpntfyO7CNm,50 percent,長 long,上半身 Top,Shirt,,590
643,2024/10/27 下午 3:41:28,https://drive.google.com/open?id=1mB7sdxJxB89oskSM9wp_GqFHVhw6HEDD,50 percent,長 long,上半身 Top,外套 Jacket,,890
644,2024/10/27 下午 3:42:09,https://drive.google.com/open?id=1qgqn62Eo-19rWcgk6ejTDDPo0lXgkjB_,50 percent,短 short,上半身 Top,背心 Vest,,399
645,2024/10/27 下午 3:42:52,https://drive.google.com/open?id=1vRZhk_c4ykgQcbkLw6-OfietiDJn7MeC,50 percent,長 long,上半身 Top,連帽衣 Hoodie,,690
646,2024/10/27 下午 3:43:32,https://drive.google.com/open?id=1DC6pi_pCuLTtUCPE_FBeiSetxDecQh6Y,50 percent,長 long,上半身 Top,T-Shirt,,790
647,2024/10/27 下午 3:44:09,https://drive.google.com/open?id=1L3J4J2Ago-jIfNX-IAfYpziNEMbDhXm3,50 percent,長 long,上半身 Top,連帽衣 Hoodie,,890
648,2024/10/27 下午 3:44:57,https://drive.google.com/open?id=1ctsnwhcv6Jqbez6SYaKj0-0mh179oF_x,50 percent,長 long,上半身 Top,T-Shirt,,590
649,2024/10/27 下午 3:45:36,https://drive.google.com/open?id=1KRDxPXCaXoQyKjuys4bOGoZ9gWbrvA2G,50 percent,長 long,上半身 Top,Shirt,,590
650,2024/10/27 下午 3:46:09,https://drive.google.com/open?id=1K9YsxZGRG_A_2UhfRTJxprCAhLpo9lkL,50 percent,長 long,上半身 Top,外套 Jacket,,1090
651,2024/10/27 下午 3:47:02,https://drive.google.com/open?id=1qVPSLTpMKl_9UYVe1DqDWSpevmIgj_-4,50 percent,長 long,上半身 Top,T-Shirt,,599
652,2024/10/27 下午 3:49:56,https://drive.google.com/open?id=1p6YVW-Y_6ZAeo5ozSIzGeUtVuyoAaEvu,50 percent,長 long,下半身 Bottom,,西裝褲、裙 dress pants、skirt,599
653,2024/10/27 下午 3:50:34,https://drive.google.com/open?id=1FRmEiTXql5Vm0NKjshKksNEcJ92UcAjp,50 percent,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,890
654,2024/10/27 下午 3:51:10,https://drive.google.com/open?id=1VVw_gII56i4Jdo5hBmB0tHJdPV4z-7Oq,50 percent,短 short,下半身 Bottom,,百褶裙 pleated skirt,590
655,2024/10/27 下午 3:51:58,https://drive.google.com/open?id=1XTtSRlL5dyhE8CmK4HgquuNfxbjowsNf,50 percent,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,499
656,2024/10/27 下午 3:52:33,https://drive.google.com/open?id=1eX-Hl3oeT43WO7r4XYzNKUgwPzcWGMQ4,50 percent,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,299
657,2024/10/27 下午 3:53:17,https://drive.google.com/open?id=1BvlinEx30-45i2yfRSBzwaj354wYIJoH,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,449
658,2024/10/27 下午 3:53:51,https://drive.google.com/open?id=1j-FG4Ll5IQGfy30GfSOR6MWV9YcijENq,50 percent,短 short,下半身 Bottom,,百褶裙 pleated skirt,549
659,2024/10/27 下午 3:54:42,https://drive.google.com/open?id=1Yb2KOsjn1ZwjVg-SFov9esCPucDhwD2c,50 percent,長 long,下半身 Bottom,,西裝褲、裙 dress pants、skirt,590
660,2024/10/27 下午 3:55:30,https://drive.google.com/open?id=1bvQN20cqEyLFqzhGyHMKc26K_xwwJTH5,50 percent,長 long,下半身 Bottom,,西裝褲、裙 dress pants、skirt,599
661,2024/10/27 下午 3:56:15,https://drive.google.com/open?id=1IWQAaArRdhBdtg2QgPUHSVg50zQneCTi,50 percent,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,590
662,2024/10/27 下午 3:56:55,https://drive.google.com/open?id=1u6AGT33f3rpihx4Ziy4rxA3966XWHFtk,50 percent,長 long,下半身 Bottom,,西裝褲、裙 dress pants、skirt,599
663,2024/10/27 下午 3:57:31,https://drive.google.com/open?id=15kqjKWozaUVQH__lK_GqngcLq2jvASxf,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,499
664,2024/10/27 下午 4:03:38,https://drive.google.com/open?id=1266WAIJRukNyfmPHpMJZFjr8PXW3Tjpf,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,399
665,2024/10/27 下午 4:04:28,https://drive.google.com/open?id=1E9whVoQ2U8Pzmkbvodi1vSadAFHTIPLj,50 percent,短 short,下半身 Bottom,,百褶裙 pleated skirt,690
666,2024/10/27 下午 4:05:06,https://drive.google.com/open?id=1grU459jrWyY_ror8x8idcMg7wX5ga9-c,50 percent,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,549
667,2024/10/27 下午 4:05:43,https://drive.google.com/open?id=16TJLqWNownzV0EqyhV5-bWAZqiMimBEf,50 percent,短 short,下半身 Bottom,,百褶裙 pleated skirt,590
668,2024/10/27 下午 4:06:39,https://drive.google.com/open?id=1HuBuunyV0YwMKZHKh7ue49lg8kSNmv5m,50 percent,短 short,下半身 Bottom,,百褶裙 pleated skirt,590
669,2024/10/27 下午 4:07:42,https://drive.google.com/open?id=1M573VbOg_js4uGF04AEPnO0ScIMVrCQE,50 percent,短 short,下半身 Bottom,,百褶裙 pleated skirt,549
670,2024/10/27 下午 4:07:46,https://drive.google.com/open?id=1102bBSwwuHrOdKV7i5pkYCSJAfBGQyTZ,H&M,長 long,上半身 Top,外套 Jacket,,1799
671,2024/10/27 下午 4:08:25,https://drive.google.com/open?id=12-0uNeZ2LETikc2ay97H7JTl1ksC-JNu,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,590
672,2024/10/27 下午 4:08:30,https://drive.google.com/open?id=1tlgdkx14LSiZwzZZHsNVKHC5-BmbyuNm,H&M,長 long,上半身 Top,外套 Jacket,,2999
673,2024/10/27 下午 4:09:20,https://drive.google.com/open?id=1rHcBlJplnpNEOwwxLEyyJy6ZyO_B8s-v,H&M,長 long,上半身 Top,外套 Jacket,,2499
674,2024/10/27 下午 4:10:04,https://drive.google.com/open?id=1ZTHuhA4Llmc2tp-Iq6eGskRk2SUmjPHo,50 percent,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,790
675,2024/10/27 下午 4:10:46,https://drive.google.com/open?id=1fcVJ6pPFbKCRFFzbpQ8MEydNtJMmBDOC,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,499
676,2024/10/27 下午 4:12:21,https://drive.google.com/open?id=1LQRL5eRLUfHxn3g6YOOnd-Fe4esYgVw9,H&M,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,1499
677,2024/10/27 下午 4:12:36,https://drive.google.com/open?id=1Ky8TgivvI5kvy0wPCW1zLHwUn92W91dh,50 percent,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,549
678,2024/10/27 下午 4:13:55,https://drive.google.com/open?id=10NiF_ShqEtMu4LPAx3duxU7Y2wJCfz0q,50 percent,長 long,下半身 Bottom,,西裝褲、裙 dress pants、skirt,599
679,2024/10/27 下午 4:14:55,https://drive.google.com/open?id=1GIZU77nHzfGaY1aWQbosilPJvGSD1LFY,50 percent,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,890
680,2024/10/27 下午 4:15:39,https://drive.google.com/open?id=1I0CKj_I_midaS1JJhW0vXeIh2cttdg2h,50 percent,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,590
681,2024/10/27 下午 4:16:24,https://drive.google.com/open?id=18Ah-yVEoc_anv8Trud_IdrEXXbutGJRk,50 percent,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,590
682,2024/10/27 下午 4:16:58,https://drive.google.com/open?id=1Zqavbw4K4OmC0Zl_GnEhcKL_itF7xzqW,50 percent,短 short,下半身 Bottom,,百褶裙 pleated skirt,590
683,2024/10/27 下午 4:17:28,https://drive.google.com/open?id=1kkrxbTm5uF5oZ7RP7uefSgqi2FaB0jRX,50 percent,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,499
684,2024/10/27 下午 4:17:33,https://drive.google.com/open?id=1oLDaGinsFlOa5YoJ0KSS_JtDRp3uUPBx,H&M,短 short,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,799
685,2024/10/27 下午 4:18:06,https://drive.google.com/open?id=1w5WdRX-JLx0LfEdmpjFVE50uPXsdj5-x,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,890
686,2024/10/27 下午 4:19:03,https://drive.google.com/open?id=1TYy1rNcbXk77y2lRteszjcXArtf_ObOd,50 percent,短 short,下半身 Bottom,,百褶裙 pleated skirt,790
687,2024/10/27 下午 4:19:34,https://drive.google.com/open?id=190BwxXtt0QWWBTMQioP8op615Y27WxxA,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,590
688,2024/10/27 下午 4:20:19,https://drive.google.com/open?id=1ULklJGwXBi0TpzwQCq3BjFMKIu8itcN1,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,499
689,2024/10/27 下午 4:21:20,https://drive.google.com/open?id=1ubpX_mIxuRqEXglbn77Tf-CmxDcZ1ewZ,H&M,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,799
690,2024/10/27 下午 4:21:29,https://drive.google.com/open?id=1w6LMQmrzb5TmTUi9JQOlHRHRaddsWIp1,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,790
691,2024/10/27 下午 4:22:31,https://drive.google.com/open?id=12drho7E77N8BeE7jS9Z3p0ccSpjoOxQC,50 percent,長 long,下半身 Bottom,,百褶裙 pleated skirt,499
692,2024/10/27 下午 4:22:44,https://drive.google.com/open?id=1bPIZByuX-PGhv8yfq5ElP-Wnt7GfB6of,H&M,短 short,下半身 Bottom,,百褶裙 pleated skirt,699
693,2024/10/27 下午 4:23:05,https://drive.google.com/open?id=1-_pd73yKskATAlACbT_dZoIgveWIz7X4,50 percent,短 short,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,590
694,2024/10/27 下午 4:23:32,https://drive.google.com/open?id=17fE6YD6DxK8R3juwOn3D53gwPnqxvayH,H&M,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,699
695,2024/10/27 下午 4:23:37,https://drive.google.com/open?id=16brro5nIm62BnYiADqGorVmvk6PWcqqy,50 percent,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,790
696,2024/10/27 下午 4:24:11,https://drive.google.com/open?id=1kAFRWt8Tw_1-AaLbrNFRrXdtm8JkJG7R,H&M,長 long,上半身 Top,毛衣、針織衣 Sweater,,2499
697,2024/10/27 下午 4:24:17,https://drive.google.com/open?id=1F-X4gCtgKlpUHMKInaNL6owELNt05sHD,50 percent,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,790
698,2024/10/27 下午 4:24:47,https://drive.google.com/open?id=1RjymdpmEbFaGkzUnKS2Vs9pq30VKqpY2,50 percent,短 short,下半身 Bottom,,百褶裙 pleated skirt,549
699,2024/10/27 下午 4:24:56,https://drive.google.com/open?id=1eidAeuCISRsBB49SbEjxi-Jb6D0euuWC,H&M,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,2499
700,2024/10/27 下午 4:25:15,https://drive.google.com/open?id=1B3fNugIoigVXwXBe0AvB33QBuQtmGj5V,50 percent,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,890
701,2024/10/27 下午 4:25:41,https://drive.google.com/open?id=1NsvpUmlPusKPzH7_SJvf85xJTOR9Z7As,H&M,長 long,下半身 Bottom,,西裝褲、裙 dress pants、skirt,999
702,2024/10/27 下午 4:26:00,https://drive.google.com/open?id=1fbY_jM3BhqimO7EB9HjrDWtRa0oVKiSs,50 percent,短 short,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,590
703,2024/10/27 下午 4:26:18,https://drive.google.com/open?id=1uXNPc4coMH5dFnqvPQzImVfsS-bPzv3R,H&M,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,699
704,2024/10/27 下午 4:26:32,https://drive.google.com/open?id=1FzbYiyVLdeXwGLsjI10XRlbVO7R-lIAf,50 percent,短 short,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,590
705,2024/10/27 下午 4:26:55,https://drive.google.com/open?id=1ny9SzpvZY6ySdYXHXfavpBdGqvpa6T1K,H&M,短 short,下半身 Bottom,,西裝褲、裙 dress pants、skirt,899
706,2024/10/27 下午 4:27:04,https://drive.google.com/open?id=1uue_h2nkR2kH_BQe_wRbp4ZuOKnf28_g,50 percent,短 short,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,590
707,2024/10/27 下午 4:27:51,https://drive.google.com/open?id=1ZOL1iPbm-0cq8Fa-FmmGU6AB1yVmdCIO,H&M,長 long,上半身 Top,毛衣、針織衣 Sweater,,449
708,2024/10/27 下午 4:28:00,https://drive.google.com/open?id=1I6rZZMkBWBKZe1zIE_Eja0ktcp8mQgtO,50 percent,短 short,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,590
709,2024/10/27 下午 4:28:50,https://drive.google.com/open?id=1u2IwjejzjDM4P1UO5CUqezkHI3-KXEu2,H&M,長 long,上半身 Top,外套 Jacket,,2499
710,2024/10/27 下午 4:29:27,https://drive.google.com/open?id=1vslkhKH3jb6W0mwADZggg5aGLUWEsYFM,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,590
711,2024/10/27 下午 4:29:32,https://drive.google.com/open?id=1tq1zPuK6alRumVt_WVX34hWp6iO-p_VZ,H&M,短 short,洋裝 Dress,,,499
712,2024/10/27 下午 4:30:01,https://drive.google.com/open?id=1g_94dYmtPlw1MBI_Xar-WM-eu_Hl6l7x,H&M,短 short,洋裝 Dress,,,499
713,2024/10/27 下午 4:30:02,https://drive.google.com/open?id=1rrlvthEZQXVdL-Uijy23N-6DyJIhEqm2,50 percent,長 long,下半身 Bottom,,西裝褲、裙 dress pants、skirt,590
714,2024/10/27 下午 4:30:49,https://drive.google.com/open?id=16N3Z1nQfwD2TzaVp-lJmDexrA3F4Kwy_,50 percent,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,690
715,2024/10/27 下午 4:31:00,https://drive.google.com/open?id=1hgSG_kjA6hSrO-1tTCagZkBaTCRWDKFd,H&M,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,999
716,2024/10/27 下午 4:31:26,https://drive.google.com/open?id=1BRaAJJLiyt0NQAHlfWR8Rb74WaU_SBRS,50 percent,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,790
717,2024/10/27 下午 4:31:30,https://drive.google.com/open?id=1A_U_ac0PPiPJ8J8nNCw0tX0LGwC3x6BR,H&M,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,1299
718,2024/10/27 下午 4:31:58,https://drive.google.com/open?id=18a2GxQfzInA6e0ENrlRWPJLMwAQu0DYM,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,690
719,2024/10/27 下午 4:32:17,https://drive.google.com/open?id=1CKsHPogtQuhSAA8YitoScvOf6365dmzk,H&M,短 short,上半身 Top,背心 Vest,,599
720,2024/10/27 下午 4:32:36,https://drive.google.com/open?id=1FqReYgjRK_J3ryd2yTk9QjuDAS9NOIhf,50 percent,長 long,下半身 Bottom,,休閒褲/裙 casual pants/skirt,690
721,2024/10/27 下午 4:32:43,https://drive.google.com/open?id=1QtwuG5ZjYRIura8NygGSs9YWoevvB6Kj,H&M,短 short,上半身 Top,背心 Vest,,599
722,2024/10/27 下午 4:33:29,https://drive.google.com/open?id=1MtBYlMZkhZq0RQrmFSQ6SNJkOU0ZZPjT,H&M,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,999
723,2024/10/27 下午 4:34:08,https://drive.google.com/open?id=1KEXaYh5G0OqrCURDmlTX0S3XDSyEo55l,H&M,長 long,上半身 Top,毛衣、針織衣 Sweater,,599
724,2024/10/27 下午 4:34:08,https://drive.google.com/open?id=1YTp46niUeq5BiIgAiQb1hLZjHfWJFspN,50 percent,短 short,下半身 Bottom,,休閒褲/裙 casual pants/skirt,590
725,2024/10/27 下午 4:34:41,https://drive.google.com/open?id=1HfO-8L1-8FD7huqc52UnsWwnz5tqVksi,H&M,短 short,洋裝 Dress,,,999
726,2024/10/27 下午 4:35:14,https://drive.google.com/open?id=1AITls9KUKy3L-8lACCqE2RAJBQVbmt57,H&M,長 long,上半身 Top,毛衣、針織衣 Sweater,,899
727,2024/10/27 下午 4:35:40,https://drive.google.com/open?id=1upzjcMO-QeG8-YZohoZsPS1fp4ZFDuzM,H&M,短 short,上半身 Top,T-Shirt,,499
728,2024/10/27 下午 4:36:11,https://drive.google.com/open?id=1eL811eu_V_0qwF-YlH4nTyPL-P3AoijP,H&M,短 short,上半身 Top,背心 Vest,,299
729,2024/10/27 下午 4:37:42,https://drive.google.com/open?id=1Fj857qgL79c14uIbGK8CSx3bjFdpiOas,H&M,長 long,上半身 Top,Shirt,,1299
730,2024/10/27 下午 4:38:31,https://drive.google.com/open?id=1vZ7A81clDdSDXVGpNn-XHVi9NpMPVf8i,H&M,短 short,上半身 Top,背心 Vest,,699
731,2024/10/27 下午 4:39:09,https://drive.google.com/open?id=1RCUwri2GfXPXbE5-sXxivXmybzYbcvGI,H&M,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,799
732,2024/10/27 下午 4:39:46,https://drive.google.com/open?id=1HGfceRyPxHpfKfPX2RXoVDGX8ZLemDkB,H&M,長 long,下半身 Bottom,,"牛仔褲/裙 jeans / demi skirt, 休閒褲/裙 casual pants/skirt",999
733,2024/10/27 下午 4:40:34,https://drive.google.com/open?id=1STf9GtJMkl6bzPrsQxrONen3NGE-_x3y,H&M,短 short,洋裝 Dress,,,1499
734,2024/10/27 下午 4:42:23,https://drive.google.com/open?id=1YQ2G8vsA_sxaN0R8ARtlbhkHdCmaXtY8,H&M,長 long,上半身 Top,毛衣、針織衣 Sweater,,449
735,2024/10/27 下午 4:43:08,https://drive.google.com/open?id=1qwe1INkKh38dFFSNATiXJ-LR851_3mMu,H&M,長 long,上半身 Top,西裝 Suit,,1499
736,2024/10/27 下午 4:43:44,https://drive.google.com/open?id=1kV61pReUiuZ0rfZ4-om7Cxlt0M3JDCZZ,H&M,長 long,上半身 Top,Shirt,,3499
737,2024/10/27 下午 4:44:43,https://drive.google.com/open?id=1O-0sSg4G6ut6LYRovXegJr4C1nsZTBO0,H&M,長 long,下半身 Bottom,,西裝褲、裙 dress pants、skirt,649
738,2024/10/27 下午 4:45:11,https://drive.google.com/open?id=1W247JISADnkG2rv76Kg1XLpfMuCfQk6s,H&M,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,1799
739,2024/10/27 下午 4:45:41,https://drive.google.com/open?id=1t4awh5FyNavEiOH31Kqe9yoq3whPFzt0,H&M,長 long,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,1799
740,2024/10/27 下午 4:46:11,https://drive.google.com/open?id=1EYfZvSgK4mL67JexX4yMJcDslklAK-q3,H&M,短 short,下半身 Bottom,,牛仔褲/裙 jeans / demi skirt,999
741,2024/10/27 下午 4:46:43,https://drive.google.com/open?id=12qGrJCWbPAuQyJ5VieX-wAKTjbJ4kp6i,H&M,短 short,洋裝 Dress,,,499
742,2024/10/27 下午 4:47:22,https://drive.google.com/open?id=1EkgrmjTxpJ5GmWVkRaf2pisD2f223pUJ,H&M,長 long,洋裝 Dress,,,1499
743,2024/10/27 下午 4:47:53,https://drive.google.com/open?id=1wmgUb_aQqQe1vrTSKDHZWyKQrOlA1YK8,H&M,短 short,洋裝 Dress,,,699
744,2024/10/27 下午 4:48:24,https://drive.google.com/open?id=1CQ_q6HA8gwdP5ehXnP5QQI9NQ4DOkNGc,H&M,長 long,上半身 Top,毛衣、針織衣 Sweater,,549
745,2024/10/27 下午 4:51:15,https://drive.google.com/open?id=1zVwE90pzJh4HVxgAMzhs2bcWWSLWOrhj,H&M,短 short,洋裝 Dress,,,699
746,2024/10/27 下午 4:52:10,https://drive.google.com/open?id=1bWGN59oybjj5THt_gdnBx8OImv9SSAGA,H&M,短 short,洋裝 Dress,,,799
747,2024/10/27 下午 4:52:34,https://drive.google.com/open?id=1ZPNVWL57fIxjm2NGg5FFSqjlkOtuVNlp,H&M,短 short,洋裝 Dress,,,999
748,2024/10/27 下午 4:52:57,https://drive.google.com/open?id=12whDJo2PYvnjiK4G-rpqFDtWBwCfBiqN,H&M,短 short,洋裝 Dress,,,699
749,2024/10/27 下午 4:53:26,https://drive.google.com/open?id=173DuyB11i7hKZiXzl8d2s7nDcSL1ldqp,H&M,短 short,洋裝 Dress,,,649
750,2024/10/27 下午 5:00:45,https://drive.google.com/open?id=1ycKKAZ8yT3rSYoD7lGoC_cqyc-Ra1AI9,AIR SPACE,長 long,上半身 Top,毛衣、針織衣 Sweater,,590
751,2024/10/27 下午 5:01:40,https://drive.google.com/open?id=1EnNoSdogdzlKNcQsiTGrEMFZtnzl09Xq,AIR SPACE,長 long,上半身 Top,毛衣、針織衣 Sweater,,590
752,2024/10/27 下午 5:03:53,https://drive.google.com/open?id=1sghj93JsnQk_pRlY9R5Kp9n0ah9lnSot,AIR SPACE,短 short,下半身 Bottom,,西裝褲、裙 dress pants、skirt,690
753,2024/10/27 下午 5:04:47,https://drive.google.com/open?id=1FthHC7OmxUEzDG76dIfLP9Px3CMI3j5Z,AIR SPACE,短 short,下半身 Bottom,,西裝褲、裙 dress pants、skirt,690
754,2024/10/27 下午 5:05:35,https://drive.google.com/open?id=1fakA9zgcmEm0VmsmYDDN-TRZvZsI0eOB,AIR SPACE,短 short,下半身 Bottom,,工裝褲/裙 cargo pants/skirt,690
755,2024/10/27 下午 5:05:56,https://drive.google.com/open?id=1_HWeDOP4RSBYrkHmBJTEWDvUWHO3UK2m,AIR SPACE,短 short,下半身 Bottom,,工裝褲/裙 cargo pants/skirt,690
756,2024/10/27 下午 5:07:10,https://drive.google.com/open?id=1FuFgNqD1rx_qHerBpBLeFaVBjHzE9zdP,AIR SPACE,短 short,下半身 Bottom,,西裝褲、裙 dress pants、skirt,690
757,2024/10/27 下午 5:10:02,https://drive.google.com/open?id=18yzWdromd_vOcJHPEmlwdtuGDhZlVXNL,AIR SPACE,長 long,上半身 Top,毛衣、針織衣 Sweater,,890
758,2024/10/27 下午 5:11:01,https://drive.google.com/open?id=1fLnmxA2g4vPJZ6PjXuaZfd5yiaNpTqGI,AIR SPACE,短 short,上半身 Top,背心 Vest,,790
759,2024/10/27 下午 5:11:23,https://drive.google.com/open?id=1-fSDjgn_mLapPnmBe6r5bdg-q7SF__Z6,AIR SPACE,短 short,上半身 Top,背心 Vest,,790
760,2024/10/27 下午 5:12:22,https://drive.google.com/open?id=1TvaFjyao7mrMJ2TClBvDQFmD13GQS2ok,AIR SPACE,短 short,洋裝 Dress,,,990
761,2024/10/27 下午 5:12:41,https://drive.google.com/open?id=15Qzo-dF2tCFO6IUrm24BF_3LyNFmNMl5,AIR SPACE,短 short,洋裝 Dress,,,990
